#CONTIGS	SOURCE_GENOME	LENGTH	COVERAGE	ANNOT	GUT_GENOME000866	GUT_GENOME016058	GUT_GENOME025370	GUT_GENOME033606	GUT_GENOME036663	GUT_GENOME046547	GUT_GENOME047285	GUT_GENOME082911	GUT_GENOME099474	GUT_GENOME122658	GUT_GENOME123622	GUT_GENOME124217	GUT_GENOME125986	GUT_GENOME152745	GUT_GENOME154792	GUT_GENOME156087	GUT_GENOME189823	GUT_GENOME227639	GUT_GENOME231089	GUT_GENOME249529	GUT_GENOME252784	GUT_GENOME278258	KIJ_genome_14221	KIJ_genome_23957	KIJ_genome_4392
GUT_GENOME156087_39	GUT_GENOME156087	16516	16.0	not_shared	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	O	X	O	O	X	X	X	O	X	X
GUT_GENOME156087_4	GUT_GENOME156087	64099	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_40	GUT_GENOME156087	16332	76.0	not_shared	O	X	O	X	O	O	O	X	X	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME156087_41	GUT_GENOME156087	15210	64.0	not_shared	O	X	X	O	X	O	O	X	O	O	O	O	X	O	O	O	X	X	X	O	O	O	O	X	O
GUT_GENOME156087_42	GUT_GENOME156087	14741	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_43	GUT_GENOME156087	14644	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_44	GUT_GENOME156087	14258	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_45	GUT_GENOME156087	13627	60.0	not_shared	X	X	O	O	O	O	O	X	O	O	O	O	O	X	X	O	X	X	O	X	O	X	O	X	O
GUT_GENOME156087_46	GUT_GENOME156087	13445	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_47	GUT_GENOME156087	13336	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME156087_48	GUT_GENOME156087	13225	80.0	core	O	X	O	X	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O	X	O	O	X
GUT_GENOME156087_49	GUT_GENOME156087	13198	84.0	core	O	O	O	O	O	O	O	O	X	O	O	X	O	X	O	O	O	X	O	O	O	O	O	O	O
GUT_GENOME156087_5	GUT_GENOME156087	57849	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_50	GUT_GENOME156087	12918	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O
GUT_GENOME156087_51	GUT_GENOME156087	12832	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_52	GUT_GENOME156087	12709	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_53	GUT_GENOME156087	12320	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_54	GUT_GENOME156087	12303	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME156087_55	GUT_GENOME156087	11991	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_56	GUT_GENOME156087	11849	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_57	GUT_GENOME156087	11815	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_58	GUT_GENOME156087	10568	84.0	core	O	O	O	X	O	O	O	O	O	O	O	X	X	O	O	O	O	O	O	O	O	O	X	O	O
GUT_GENOME156087_59	GUT_GENOME156087	10489	72.0	not_shared	O	X	X	O	O	O	O	O	O	X	O	O	X	X	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME156087_6	GUT_GENOME156087	57148	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_60	GUT_GENOME156087	10264	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O
GUT_GENOME156087_61	GUT_GENOME156087	10171	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_62	GUT_GENOME156087	10169	72.0	not_shared	O	X	O	O	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	O	X	X	X	O	X
GUT_GENOME156087_63	GUT_GENOME156087	10116	92.0	core	O	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_64	GUT_GENOME156087	9918	88.0	core	O	X	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O	O	O	O	O	O
GUT_GENOME156087_65	GUT_GENOME156087	9856	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_66	GUT_GENOME156087	9782	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME156087_67	GUT_GENOME156087	9739	36.0	not_shared	X	X	X	O	X	X	X	X	X	X	X	O	X	O	O	O	X	O	X	X	X	X	O	O	O
GUT_GENOME156087_68	GUT_GENOME156087	9477	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_69	GUT_GENOME156087	9428	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME156087_7	GUT_GENOME156087	50384	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_70	GUT_GENOME156087	9421	80.0	core	O	X	O	O	O	O	O	O	O	X	O	O	O	O	O	O	X	O	O	O	O	X	O	X	O
GUT_GENOME156087_71	GUT_GENOME156087	9187	48.0	not_shared	X	X	O	O	O	O	X	O	O	X	O	X	X	O	O	O	X	X	O	X	O	X	X	X	X
GUT_GENOME156087_72	GUT_GENOME156087	9149	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_73	GUT_GENOME156087	9088	84.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	X	X	O	O	O
GUT_GENOME156087_74	GUT_GENOME156087	8964	68.0	not_shared	O	X	O	O	O	O	O	O	O	X	X	X	O	O	O	O	X	O	X	X	O	X	O	O	O
GUT_GENOME156087_75	GUT_GENOME156087	8920	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_76	GUT_GENOME156087	8819	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME156087_77	GUT_GENOME156087	8770	20.0	not_shared	X	X	X	O	X	X	X	O	X	X	X	X	X	X	O	O	X	X	X	X	O	X	X	X	X
GUT_GENOME156087_78	GUT_GENOME156087	8733	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_79	GUT_GENOME156087	8683	68.0	not_shared	O	X	X	X	O	O	O	O	X	O	O	X	X	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME156087_8	GUT_GENOME156087	46277	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_80	GUT_GENOME156087	8603	84.0	core	O	X	O	X	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME156087_81	GUT_GENOME156087	8480	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_82	GUT_GENOME156087	8417	76.0	not_shared	O	X	O	X	O	O	O	O	X	O	O	X	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME156087_83	GUT_GENOME156087	8404	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_84	GUT_GENOME156087	8378	92.0	core	O	O	O	O	O	O	O	X	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_85	GUT_GENOME156087	8179	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME156087_86	GUT_GENOME156087	8011	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME156087_87	GUT_GENOME156087	7911	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_88	GUT_GENOME156087	7785	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_89	GUT_GENOME156087	7732	40.0	not_shared	X	X	X	O	X	X	O	X	X	X	X	O	X	O	O	O	X	O	X	X	X	X	O	O	O
GUT_GENOME156087_9	GUT_GENOME156087	46127	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_90	GUT_GENOME156087	7669	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_91	GUT_GENOME156087	7199	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_92	GUT_GENOME156087	7185	88.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME156087_93	GUT_GENOME156087	7148	24.0	not_shared	X	X	X	X	O	X	X	X	O	X	X	O	X	X	X	O	X	O	X	X	O	X	X	X	X
GUT_GENOME156087_94	GUT_GENOME156087	6860	12.0	not_shared	X	X	X	O	X	X	X	O	X	X	X	X	X	X	X	O	X	X	X	X	X	X	X	X	X
GUT_GENOME156087_95	GUT_GENOME156087	6849	64.0	not_shared	O	X	X	O	X	X	X	O	X	O	X	O	O	O	O	O	X	O	O	O	X	O	O	O	O
GUT_GENOME156087_96	GUT_GENOME156087	6819	48.0	not_shared	O	X	X	X	O	O	O	X	X	O	O	O	O	O	X	O	X	X	X	O	X	X	X	O	X
GUT_GENOME156087_98	GUT_GENOME156087	6718	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME156087_99	GUT_GENOME156087	6582	28.000000000000004	not_shared	X	X	X	X	X	O	X	O	O	X	O	X	X	O	X	O	X	X	O	X	X	X	X	X	X
GUT_GENOME189823_1	GUT_GENOME189823	340814	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME189823_10	GUT_GENOME189823	51978	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME189823_11	GUT_GENOME189823	51676	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME189823_12	GUT_GENOME189823	35043	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME189823_13	GUT_GENOME189823	18726	96.0	core	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME189823_14	GUT_GENOME189823	14094	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME189823_2	GUT_GENOME189823	321205	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME189823_3	GUT_GENOME189823	317448	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME189823_4	GUT_GENOME189823	184554	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME189823_5	GUT_GENOME189823	139294	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME189823_6	GUT_GENOME189823	101798	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME189823_7	GUT_GENOME189823	88930	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME189823_8	GUT_GENOME189823	79509	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME189823_9	GUT_GENOME189823	78173	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_1	GUT_GENOME227639	115521	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_10	GUT_GENOME227639	8157	36.0	not_shared	X	X	X	O	X	X	X	X	X	X	X	O	X	O	O	O	X	O	X	X	X	X	O	O	O
GUT_GENOME227639_11	GUT_GENOME227639	40360	40.0	not_shared	O	X	X	X	O	O	O	O	X	X	X	X	X	O	X	X	X	O	O	X	O	X	X	O	X
GUT_GENOME227639_12	GUT_GENOME227639	26744	52.0	not_shared	O	X	X	X	O	O	O	O	X	O	O	X	X	X	X	O	X	O	X	O	X	X	O	O	O
GUT_GENOME227639_13	GUT_GENOME227639	27359	56.00000000000001	not_shared	O	X	X	X	O	O	O	X	X	O	O	X	X	O	O	O	X	O	O	O	X	X	O	X	O
GUT_GENOME227639_14	GUT_GENOME227639	13271	72.0	not_shared	O	X	X	X	O	X	O	O	O	O	O	O	X	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME227639_15	GUT_GENOME227639	12128	56.00000000000001	not_shared	O	X	X	X	O	X	O	X	X	O	X	O	O	X	O	X	X	O	O	O	O	X	O	O	O
GUT_GENOME227639_16	GUT_GENOME227639	2975	44.0	not_shared	X	X	X	X	O	O	X	O	X	O	O	X	X	O	X	O	X	O	X	X	O	X	O	X	O
GUT_GENOME227639_17	GUT_GENOME227639	33272	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_18	GUT_GENOME227639	35065	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_19	GUT_GENOME227639	58562	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_2	GUT_GENOME227639	112958	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_20	GUT_GENOME227639	13577	68.0	not_shared	O	X	X	O	X	O	X	O	X	O	X	O	O	O	O	O	X	O	O	O	X	O	O	O	O
GUT_GENOME227639_21	GUT_GENOME227639	21862	88.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME227639_22	GUT_GENOME227639	81035	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_23	GUT_GENOME227639	5827	80.0	core	O	X	O	O	O	O	O	O	O	X	O	O	O	O	O	O	X	O	O	O	O	X	O	X	O
GUT_GENOME227639_24	GUT_GENOME227639	3901	24.0	not_shared	X	X	X	X	X	X	X	O	X	O	X	X	X	O	X	X	X	O	O	X	X	X	X	O	X
GUT_GENOME227639_25	GUT_GENOME227639	42110	84.0	core	O	X	O	X	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME227639_26	GUT_GENOME227639	17230	80.0	core	O	O	O	O	X	O	O	O	O	O	X	O	O	O	X	X	O	O	O	O	O	X	O	O	O
GUT_GENOME227639_27	GUT_GENOME227639	14838	64.0	not_shared	O	X	X	O	O	O	O	O	O	O	X	O	O	O	X	X	X	O	X	O	X	X	O	O	O
GUT_GENOME227639_28	GUT_GENOME227639	37084	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_3	GUT_GENOME227639	57926	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_30	GUT_GENOME227639	9356	56.00000000000001	not_shared	O	X	X	X	X	O	O	X	X	O	O	O	X	O	O	O	X	O	O	O	X	X	O	X	O
GUT_GENOME227639_31	GUT_GENOME227639	58005	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_32	GUT_GENOME227639	34612	16.0	not_shared	X	X	X	X	O	O	X	X	X	X	X	X	X	X	X	X	X	O	O	X	X	X	X	X	X
GUT_GENOME000866_69	GUT_GENOME000866	1163	4.0	not_shared	O	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
GUT_GENOME227639_33	GUT_GENOME227639	1793	44.0	not_shared	O	X	O	X	X	X	O	O	O	X	O	X	X	X	X	X	X	O	O	O	O	X	X	X	O
GUT_GENOME227639_34	GUT_GENOME227639	19046	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_35	GUT_GENOME227639	28113	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_36	GUT_GENOME227639	31656	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_37	GUT_GENOME227639	25370	80.0	core	O	X	O	O	O	O	O	X	O	O	O	O	O	O	O	O	X	O	O	O	X	X	O	O	O
GUT_GENOME227639_38	GUT_GENOME227639	20902	84.0	core	O	X	X	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME227639_4	GUT_GENOME227639	27774	96.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_40	GUT_GENOME227639	6354	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_41	GUT_GENOME227639	26952	68.0	not_shared	O	X	O	O	O	O	O	X	X	O	O	O	O	O	O	X	X	O	X	O	O	X	O	X	O
GUT_GENOME227639_42	GUT_GENOME227639	43241	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_43	GUT_GENOME227639	48328	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME227639_44	GUT_GENOME227639	51389	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_45	GUT_GENOME227639	15309	88.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME227639_46	GUT_GENOME227639	24663	72.0	not_shared	O	X	O	X	O	O	O	O	X	O	O	X	X	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME227639_47	GUT_GENOME227639	78300	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_48	GUT_GENOME227639	131462	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_49	GUT_GENOME227639	72421	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_5	GUT_GENOME227639	39566	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_50	GUT_GENOME227639	21701	36.0	not_shared	X	X	X	O	X	X	X	X	X	X	X	O	X	O	O	O	X	O	X	X	X	X	O	O	O
GUT_GENOME227639_51	GUT_GENOME227639	65911	68.0	not_shared	O	X	O	X	O	O	O	O	O	O	O	O	O	O	X	X	X	O	O	O	O	X	X	O	X
GUT_GENOME227639_52	GUT_GENOME227639	166445	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_53	GUT_GENOME227639	39129	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_54	GUT_GENOME227639	94987	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME227639_55	GUT_GENOME227639	48973	84.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	X	X	O	O	O
GUT_GENOME227639_56	GUT_GENOME227639	33009	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_57	GUT_GENOME227639	18019	96.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_58	GUT_GENOME227639	7872	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_59	GUT_GENOME227639	4301	60.0	not_shared	O	X	X	X	O	O	O	O	X	O	O	O	X	O	X	O	X	O	X	O	O	X	O	X	O
GUT_GENOME227639_6	GUT_GENOME227639	27268	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_61	GUT_GENOME227639	10068	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_62	GUT_GENOME227639	3525	84.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	X	X	O	O	O
GUT_GENOME227639_63	GUT_GENOME227639	4484	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_64	GUT_GENOME227639	30174	88.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME227639_66	GUT_GENOME227639	7070	56.00000000000001	not_shared	O	X	X	O	O	X	O	O	X	O	O	X	X	O	O	X	X	O	X	O	O	X	O	X	O
GUT_GENOME227639_67	GUT_GENOME227639	8576	80.0	core	O	X	O	O	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	X	O
GUT_GENOME227639_68	GUT_GENOME227639	29017	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_69	GUT_GENOME227639	24215	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_7	GUT_GENOME227639	10493	84.0	core	O	X	O	O	O	O	O	O	O	O	X	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME227639_70	GUT_GENOME227639	6564	68.0	not_shared	O	X	X	O	O	O	O	X	O	O	O	O	O	X	O	O	X	O	O	O	X	X	O	X	O
GUT_GENOME227639_71	GUT_GENOME227639	32888	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME227639_8	GUT_GENOME227639	45594	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME227639_9	GUT_GENOME227639	18379	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME231089_1	GUT_GENOME231089	14705	28.000000000000004	not_shared	O	X	X	X	O	X	X	O	O	O	X	X	X	X	X	X	X	X	O	O	X	X	X	X	X
GUT_GENOME231089_10	GUT_GENOME231089	2014	68.0	not_shared	O	X	X	O	O	O	O	X	O	O	O	X	O	O	X	O	X	O	O	O	X	X	O	O	O
GUT_GENOME231089_11	GUT_GENOME231089	19132	84.0	core	O	X	X	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME231089_12	GUT_GENOME231089	1012	96.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME231089_13	GUT_GENOME231089	107781	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME231089_15	GUT_GENOME231089	22440	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME231089_16	GUT_GENOME231089	38436	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME231089_17	GUT_GENOME231089	28931	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME231089_18	GUT_GENOME231089	20727	76.0	not_shared	O	X	O	X	O	O	O	O	X	O	O	X	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME231089_19	GUT_GENOME231089	17278	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME231089_2	GUT_GENOME231089	102644	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME231089_20	GUT_GENOME231089	8389	80.0	core	O	X	X	X	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME231089_21	GUT_GENOME231089	4150	92.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	X
GUT_GENOME231089_22	GUT_GENOME231089	9377	56.00000000000001	not_shared	O	X	X	X	X	O	O	X	X	O	O	O	X	O	O	O	X	O	O	O	X	X	O	X	O
